"variable","est","grad","obj","iter","convg","run_time","faboup_iter","faboup_convg","update_type","max_faboup_iter"
"lambda_4",-1.92510676973406,-2.77153988204049e-06,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_u_1",1.25145240084151,4.80114899282791e-05,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_u_2",1.59624672750968,5.21267739339581e-05,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_u_3",1.48491003007331,1.75956401154975e-06,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_u_4",0.969231325132274,-3.16254910562863e-05,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_e_1",0.621361619356008,4.13296797674434e-07,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_e_2",0.47607585332242,-4.40589414674175e-06,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_e_3",0.404411225585452,1.4205895095265e-06,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"sigma2_e_4",0.686483952754805,-3.79306875353258e-06,7996.53941990216,16,1,10.3383131027222,14,0,"block",200
"theta_ou_11",1.15809840040295,NA,7996.53936029725,11,0,20.8485279083252,14,0,"block",200
"theta_ou_21",-4.94487689984236,NA,7996.53936029725,11,0,20.8485279083252,14,0,"block",200
"theta_ou_12",-0.762301097302493,NA,7996.53936029725,11,0,20.8485279083252,14,0,"block",200
"theta_ou_22",6.36678072669143,NA,7996.53936029725,11,0,20.8485279083252,14,0,"block",200
"sigma_ou_11",1.07717108462677,NA,7996.53936029725,11,0,20.8485279083252,14,0,"block",200
"sigma_ou_22",2.28800312210302,NA,7996.53936029725,11,0,20.8485279083252,14,0,"block",200
"lambda_1",1.1303200745657,-7.37930388075014e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"lambda_2",1.70575352003639,-1.41035174383575e-06,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"lambda_3",0.409823563063078,1.97490255153809e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"lambda_4",-1.92512610090243,-1.07415969949898e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_u_1",1.25144614281026,3.88764381782369e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_u_2",1.59623138175987,3.66159383271558e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_u_3",1.4849098009646,2.1603830782646e-06,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_u_4",0.969162402503077,-3.69395392098015e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_e_1",0.621357953512217,-2.42888871362368e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_e_2",0.476100762032602,2.27905262769612e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_e_3",0.404399200449914,2.55910137424431e-05,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"sigma2_e_4",0.686896059566791,2.71491854331174e-07,7996.53931940515,15,1,10.0162470340729,15,0,"block",200
"theta_ou_11",1.15818848511735,NA,7996.53929348258,7,0,15.0319039821625,15,0,"block",200
"theta_ou_21",-4.94484827737943,NA,7996.53929348258,7,0,15.0319039821625,15,0,"block",200
"theta_ou_12",-0.762486842577557,NA,7996.53929348258,7,0,15.0319039821625,15,0,"block",200
"theta_ou_22",6.36644201065392,NA,7996.53929348258,7,0,15.0319039821625,15,0,"block",200
"sigma_ou_11",1.07702353086742,NA,7996.53929348258,7,0,15.0319039821625,15,0,"block",200
"sigma_ou_22",2.28745100607159,NA,7996.53929348258,7,0,15.0319039821625,15,0,"block",200
"lambda_1",1.13038231496297,-6.76041785379056e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"lambda_2",1.70583866022894,3.63718404372548e-06,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"lambda_3",0.409853131108807,2.66804849875513e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"lambda_4",-1.92514541101707,2.14275123888719e-06,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_u_1",1.25144069817849,2.17230569232729e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_u_2",1.59621692496307,1.54574248519834e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_u_3",1.4849098193355,1.24115688704407e-06,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_u_4",0.969121636807193,-2.94930449775688e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_e_1",0.62135527657407,-1.68615368316694e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_e_2",0.476120496868607,2.14857305128602e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_e_3",0.404392082459239,2.70079206023954e-05,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"sigma2_e_4",0.687143137823083,-1.58063986321899e-06,7996.53927647895,15,1,10.0806140899658,16,0,"block",200
"theta_ou_11",1.15814736443726,NA,7996.53926522997,5,0,11.3421220779419,16,0,"block",200
"theta_ou_21",-4.94490711561143,NA,7996.53926522997,5,0,11.3421220779419,16,0,"block",200
"theta_ou_12",-0.76250490492676,NA,7996.53926522997,5,0,11.3421220779419,16,0,"block",200
"theta_ou_22",6.36639594593778,NA,7996.53926522997,5,0,11.3421220779419,16,0,"block",200
"sigma_ou_11",1.07694691425135,NA,7996.53926522997,5,0,11.3421220779419,16,0,"block",200
"sigma_ou_22",2.28712726485001,NA,7996.53926522997,5,0,11.3421220779419,16,0,"block",200
"lambda_1",1.13042481393431,-7.27034023428885e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"lambda_2",1.7058959242793,7.72155334960445e-06,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"lambda_3",0.409872421986043,2.94298919012448e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"lambda_4",-1.92516078316383,1.41128403834401e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_u_1",1.25143634243825,-4.7375101095426e-06,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_u_2",1.59620616211668,-2.09873798513449e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_u_3",1.48490983519322,6.40106955995812e-07,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_u_4",0.969093989138557,-4.55114722714978e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_e_1",0.621353120714292,-2.42868123407902e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_e_2",0.476135687603205,3.66379436489428e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_e_3",0.404387598306011,2.89642603221174e-05,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"sigma2_e_4",0.687298441529964,-7.50862243203976e-06,7996.53925785242,14,1,9.55033779144287,17,0,"block",200
"theta_ou_11",1.15811716842872,NA,7996.53925317984,4,1,9.52447009086609,17,0,"block",200
"theta_ou_21",-4.94520883117789,NA,7996.53925317984,4,1,9.52447009086609,17,0,"block",200
"theta_ou_12",-0.76248651626599,NA,7996.53925317984,4,1,9.52447009086609,17,0,"block",200
"theta_ou_22",6.36639105498936,NA,7996.53925317984,4,1,9.52447009086609,17,0,"block",200
"sigma_ou_11",1.07685609809399,NA,7996.53925317984,4,1,9.52447009086609,17,0,"block",200
"sigma_ou_22",2.28700107265782,NA,7996.53925317984,4,1,9.52447009086609,17,0,"block",200
"lambda_1",1.1304557618091,7.708065488643e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"lambda_2",1.70593762484924,-1.63187053514591e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"lambda_3",0.409884370952508,-5.72644502652153e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"lambda_4",-1.92517817705495,-3.38676054252307e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_u_1",1.25143210125155,-4.64648012278301e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_u_2",1.59619527781392,-6.99145767193432e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_u_3",1.48490990270613,4.74496530400437e-08,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_u_4",0.969076168738357,-2.51714900278976e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_e_1",0.62135164366913,5.99922939770181e-06,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_e_2",0.476146787023931,-2.02243480379449e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_e_3",0.404385291774133,-1.98410344457445e-05,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"sigma2_e_4",0.687378698110758,6.36856066860148e-06,7996.5392501381,12,1,8.46532988548279,18,0,"block",200
"theta_ou_11",1.15809814223969,NA,7996.5392481138,5,1,11.1412649154663,18,0,"block",200
"theta_ou_21",-4.94535908189242,NA,7996.5392481138,5,1,11.1412649154663,18,0,"block",200
"theta_ou_12",-0.762481364369368,NA,7996.5392481138,5,1,11.1412649154663,18,0,"block",200
"theta_ou_22",6.36638766663495,NA,7996.5392481138,5,1,11.1412649154663,18,0,"block",200
"sigma_ou_11",1.07680365275484,NA,7996.5392481138,5,1,11.1412649154663,18,0,"block",200
"sigma_ou_22",2.28690374168169,NA,7996.5392481138,5,1,11.1412649154663,18,0,"block",200
"lambda_1",1.13047567727503,6.36287364175203e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"lambda_2",1.70596446931087,-1.61119128918585e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"lambda_3",0.409892341306031,-3.83320171071233e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"lambda_4",-1.9251885746286,-2.43295184285675e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_u_1",1.25142986263175,-2.69482028850687e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_u_2",1.59618934609221,-4.23533885427485e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_u_3",1.48490993446173,-6.19228401887995e-08,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_u_4",0.969064315970579,-2.01335168023009e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_e_1",0.621350674236196,1.14201231298239e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_e_2",0.47615399067058,-1.56104787016886e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_e_3",0.404383688476888,-1.88701716787865e-05,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"sigma2_e_4",0.687434547786225,1.86743646302112e-06,7996.53924678739,12,1,8.76691198348999,19,0,"block",200
"theta_ou_11",1.15808629047326,NA,7996.53924587709,4,1,9.57009482383728,19,0,"block",200
"theta_ou_21",-4.94546266454756,NA,7996.53924587709,4,1,9.57009482383728,19,0,"block",200
"theta_ou_12",-0.76247690836892,NA,7996.53924587709,4,1,9.57009482383728,19,0,"block",200
"theta_ou_22",6.3663851938734,NA,7996.53924587709,4,1,9.57009482383728,19,0,"block",200
"sigma_ou_11",1.07677055118786,NA,7996.53924587709,4,1,9.57009482383728,19,0,"block",200
"sigma_ou_22",2.28683741456249,NA,7996.53924587709,4,1,9.57009482383728,19,0,"block",200
"lambda_1",1.13048854858202,4.25261545524691e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"lambda_2",1.70598181300298,-1.14554441701387e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"lambda_3",0.4098977364272,-2.1309055124874e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"lambda_4",-1.9251945553684,-1.42871608841411e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_u_1",1.25142850429669,-1.62027590504543e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_u_2",1.59618581458346,-2.62322634017043e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_u_3",1.48490994980861,-1.29347948962799e-07,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_u_4",0.969056443561388,-1.86097180787659e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_e_1",0.62135003597584,9.76691110921024e-06,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_e_2",0.476158650535264,-8.66025148793526e-06,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_e_3",0.404382539640176,-1.47035660391648e-05,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"sigma2_e_4",0.687474516937487,-1.7396949303361e-06,7996.53924528211,12,1,8.64379692077637,20,0,"block",200
"theta_ou_11",1.15826101876524,NA,7996.53924309536,11,0,22.5701069831848,20,0,"block",200
"theta_ou_21",-4.94552035027444,NA,7996.53924309536,11,0,22.5701069831848,20,0,"block",200
"theta_ou_12",-0.76243014066308,NA,7996.53924309536,11,0,22.5701069831848,20,0,"block",200
"theta_ou_22",6.36452686533985,NA,7996.53924309536,11,0,22.5701069831848,20,0,"block",200
"sigma_ou_11",1.07669356909895,NA,7996.53924309536,11,0,22.5701069831848,20,0,"block",200
"sigma_ou_22",2.28690982060442,NA,7996.53924309536,11,0,22.5701069831848,20,0,"block",200
"lambda_1",1.1304883901013,7.15665057171577e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"lambda_2",1.70598703522656,-4.07714520189728e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"lambda_3",0.409904769336926,5.17263339006035e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"lambda_4",-1.92518098280148,9.2256185912909e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_u_1",1.25143194049523,1.27791388347953e-05,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_u_2",1.59619410016185,1.27183845632928e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_u_3",1.48490951690773,-1.96757630244182e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_u_4",0.969039746499653,-7.97518916815232e-05,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_e_1",0.621351560126522,-8.15630583694826e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_e_2",0.476146781556049,1.50474443129101e-05,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_e_3",0.404379640066355,5.96777638750545e-07,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"sigma2_e_4",0.687568282293729,-8.18921038536757e-06,7996.53924217173,12,1,8.67835783958435,21,0,"block",200
"theta_ou_11",1.15826138837485,NA,7996.5392418502,4,0,9.14598798751831,21,0,"block",200
"theta_ou_21",-4.94414251494085,NA,7996.5392418502,4,0,9.14598798751831,21,0,"block",200
"theta_ou_12",-0.762644914985929,NA,7996.5392418502,4,0,9.14598798751831,21,0,"block",200
"theta_ou_22",6.3645253285761,NA,7996.5392418502,4,0,9.14598798751831,21,0,"block",200
"sigma_ou_11",1.07678791294877,NA,7996.5392418502,4,0,9.14598798751831,21,0,"block",200
"sigma_ou_22",2.28640962992331,NA,7996.5392418502,4,0,9.14598798751831,21,0,"block",200
"lambda_1",1.1304914575825,1.27933251619083e-05,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"lambda_2",1.705991119218,2.98333937998052e-07,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"lambda_3",0.409907629140148,-4.16165871186536e-06,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"lambda_4",-1.92517760132876,-6.33454491971719e-07,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_u_1",1.25143215556862,2.67633839090564e-06,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_u_2",1.59619526126412,7.87937954216389e-07,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_u_3",1.4849094983997,-8.07578021788657e-07,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_u_4",0.969036984795777,-4.69552430258924e-05,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_e_1",0.62135135277203,3.65420667947092e-06,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_e_2",0.47614786020658,-5.89312057830416e-06,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_e_3",0.404378630613122,-3.5913261873799e-06,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"sigma2_e_4",0.687602978901381,-1.29799631887195e-06,7996.53924169355,11,1,8.56661009788513,22,2,"block",200
"theta_ou_11",1.1582608441247,NA,7996.53924156806,3,0,5.39330720901489,22,2,"block",200
"theta_ou_21",-4.94420047468484,NA,7996.53924156806,3,0,5.39330720901489,22,2,"block",200
"theta_ou_12",-0.762638240234839,NA,7996.53924156806,3,0,5.39330720901489,22,2,"block",200
"theta_ou_22",6.36452425118748,NA,7996.53924156806,3,0,5.39330720901489,22,2,"block",200
"sigma_ou_11",1.07678107303168,NA,7996.53924156806,3,0,5.39330720901489,22,2,"block",200
"sigma_ou_22",2.28638923860343,NA,7996.53924156806,3,0,5.39330720901489,22,2,"block",200
